,Date,ES,CL
3331,9/11/2015,1962,44.78
3332,9/14/2015,1954,44.12
3333,9/15/2015,1980.75,45.15
3334,9/16/2015,1997.5,47.13
3335,9/17/2015,1988.5,46.9
3336,9/18/2015,1950.25,44.98
3337,9/21/2015,1963.75,46.48
3338,9/22/2015,1929.75,46.17
3339,9/23/2015,1931.5,44.61
3340,9/24/2015,1919.75,45.1
3341,9/25/2015,1915.25,45.34
3342,9/28/2015,1874.75,44.48
3343,9/29/2015,1874.5,44.89
3344,9/30/2015,1902.5,45.34
3345,10/1/2015,1917.25,45.02
3346,10/2/2015,1943,45.66
3347,10/5/2015,1975.5,46.2
3348,10/6/2015,1964.5,49.04
3349,10/7/2015,1988.5,48.13
3350,10/8/2015,2005.75,49.67
3351,10/9/2015,2006.5,49.49
3352,10/12/2015,2012.5,47.44
3353,10/13/2015,1992.25,46.57
3354,10/14/2015,1985.25,46.29
3355,10/15/2015,2018.75,46.86
3356,10/16/2015,2026.25,47.26
3357,10/19/2015,2027.25,46.19
3358,10/20/2015,2019.75,45.84
3359,10/21/2015,2010.75,45.26
3360,10/22/2015,2055.75,45.49
3361,10/23/2015,2065,44.73
3362,10/26/2015,2062.75,43.73
3363,10/27/2015,2063.75,43.39
3364,10/28/2015,2081.5,46.17
3365,10/29/2015,2084.75,45.75
3366,10/30/2015,2074,46.39
3367,11/2/2015,2093.25,46.08
3368,11/3/2015,2102.5,47.68
3369,11/4/2015,2096.25,46.58
3370,11/5/2015,2095.25,45.39
3371,11/6/2015,2093.5,44.52
3372,11/9/2015,2072.25,44.11
3373,11/10/2015,2077,43.63
3374,11/11/2015,2068.5,43.07
3375,11/12/2015,2040.5,41.6
3376,11/13/2015,2013,40.73
3377,11/16/2015,2048.75,42.04
3378,11/17/2015,2049.75,41.11
3379,11/18/2015,2078.5,40.67
3380,11/19/2015,2079.25,40.49
3381,11/20/2015,2088.75,39.39
3382,11/23/2015,2083.25,42.01
3383,11/24/2015,2084,42.65
3384,11/25/2015,2088.5,43.2
3385,11/27/2015,2090.5,41.77
3386,11/30/2015,2085.25,41.68
3387,12/1/2015,2099.25,41.65
3388,12/2/2015,2083.5,40.1
3389,12/3/2015,2053.5,41.27
3390,12/4/2015,2088.5,40.14
3391,12/7/2015,2081,37.63
3392,12/8/2015,2060,37.85
3393,12/9/2015,2045.25,37.21
3394,12/10/2015,2050.5,36.57
3395,12/11/2015,2007,35.35
3396,12/14/2015,2020.5,36.27
3397,12/15/2015,2046.25,36.74
3398,12/16/2015,2068.25,35.74
3399,12/17/2015,2032.5,34.82
3400,12/18/2015,1994.75,34.55
3401,12/21/2015,2018,34.66
3402,12/22/2015,2033.75,36.47
3403,12/23/2015,2053,37.89
3404,12/24/2015,2050.75,38.12
3405,12/28/2015,2050,36.69
3406,12/29/2015,2073.25,37.33
3407,12/30/2015,2056.25,36.83
3408,12/31/2015,2035.75,37.07
3409,1/4/2016,2009.5,36.88
3410,1/5/2016,2010.25,36.14
3411,1/6/2016,1986.75,34.06
3412,1/7/2016,1934.5,33.26
3413,1/8/2016,1913.25,32.88
3414,1/11/2016,1912.5,31.13
3415,1/12/2016,1922.5,30.58
3416,1/13/2016,1883,30.56
3417,1/14/2016,1912.25,31.21
3418,1/15/2016,1876.5,29.7
3419,1/19/2016,1872,28.28
3420,1/20/2016,1852,26.76
3421,1/21/2016,1861.5,29.85
3422,1/22/2016,1899.25,32.25
3423,1/25/2016,1871.75,29.8
3424,1/26/2016,1888,30.51
3425,1/27/2016,1878,32.16
3426,1/28/2016,1882,33.72
3427,1/29/2016,1931.25,33.74
3428,2/1/2016,1928.75,31.32
3429,2/2/2016,1896.75,29.71
3430,2/3/2016,1908,32.75
3431,2/4/2016,1905.75,31.69
3432,2/5/2016,1873.75,31
3433,2/8/2016,1851,30.12
3434,2/9/2016,1846.25,28.35
3435,2/10/2016,1842.25,27.33
3436,2/11/2016,1825.5,27.3
3437,2/12/2016,1860,29.08
3438,2/16/2016,1887.75,29.15
3439,2/17/2016,1927.25,31.35
3440,2/18/2016,1918,30.57
3441,2/19/2016,1914.25,29.87
3442,2/22/2016,1933.5,33.35
3443,2/23/2016,1914.25,31.37
3444,2/24/2016,1933.5,32.22
3445,2/25/2016,1949.75,33.08
3446,2/26/2016,1941.25,32.84
3447,2/29/2016,1928.25,33.9
3448,3/1/2016,1977.5,33.89
3449,3/2/2016,1982.25,34.73
3450,3/3/2016,1991.5,34.69
3451,3/4/2016,1994.75,36.33
3452,3/7/2016,1999.75,37.98
3453,3/8/2016,1982.5,36.33
3454,3/9/2016,1989.25,38.18
3455,3/10/2016,1989.75,38.02
3456,3/11/2016,2021,38.49
3457,3/14/2016,2018.5,37.38
3458,3/15/2016,2016,36.72
3459,3/16/2016,2027.25,38.61
3460,3/17/2016,2041,40.34
3461,3/18/2016,2038.75,39.35
3462,3/21/2016,2043.25,41.62
3463,3/22/2016,2043.25,41.22
3464,3/23/2016,2028.25,39.77
3465,3/24/2016,2030.25,39.59
3466,3/28/2016,2028,39.3
3467,3/29/2016,2048.75,38.49
3468,3/30/2016,2055.5,38.3
3469,3/31/2016,2052.25,38.11
3470,4/1/2016,2064.75,36.63
3471,4/4/2016,2056.75,35.46
3472,4/5/2016,2041.75,36.56
3473,4/6/2016,2059.25,37.73
3474,4/7/2016,2035.25,37.53
3475,4/8/2016,2041.75,39.66
3476,4/11/2016,2033,40.34
3477,4/12/2016,2055.5,41.64
3478,4/13/2016,2075.75,41.55
3479,4/14/2016,2077.75,41.45
3480,4/15/2016,2074.75,40.4
3481,4/18/2016,2086.25,40.05
3482,4/19/2016,2094.25,40.96
3483,4/20/2016,2097.75,42.74
3484,4/21/2016,2082.5,43.43
3485,4/22/2016,2086,43.75
3486,4/25/2016,2084.25,42.99
3487,4/26/2016,2084,44.66
3488,4/27/2016,2092.75,45.33
3489,4/28/2016,2074.25,45.88
3490,4/29/2016,2060.25,45.99
3491,5/2/2016,2075.75,44.9
3492,5/3/2016,2058,43.88
3493,5/4/2016,2046.75,44.05
3494,5/5/2016,2043.25,44.51
3495,5/6/2016,2054.25,44.56
3496,5/9/2016,2054.25,43.24
3497,5/10/2016,2077,44.53
3498,5/11/2016,2059.25,45.99
3499,5/12/2016,2060,46.39
3500,5/13/2016,2042.5,46.36
3501,5/16/2016,2061.75,47.89
3502,5/17/2016,2044.5,48.59
3503,5/18/2016,2043.25,47.89
3504,5/19/2016,2039,48.27
3505,5/20/2016,2050,47.67
3506,5/23/2016,2045,48.11
3507,5/24/2016,2075,49.1
3508,5/25/2016,2088.75,49.74
3509,5/26/2016,2090.75,49.4
3510,5/27/2016,2098.5,49.56
3511,5/31/2016,2094.5,48.84
3512,6/1/2016,2097,48.91
3513,6/2/2016,2103.5,49.05
3514,6/3/2016,2097.25,48.88
3515,6/6/2016,2108.5,49.71
3516,6/7/2016,2110.25,50.43
3517,6/8/2016,2117.75,51.53
3518,6/9/2016,2113.75,50.46
3519,6/10/2016,2095.75,48.87
3520,6/13/2016,2076,48.56
3521,6/14/2016,2073.25,47.9
3522,6/15/2016,2070.75,47.49
3523,6/16/2016,2077.75,45.99
3524,6/17/2016,2078.5,48.26
3525,6/20/2016,2082.75,49.2
3526,6/21/2016,2079.25,48.95
3527,6/22/2016,2077,49
3528,6/23/2016,2113.25,50.13
3529,6/24/2016,2018.25,47.57
3530,6/27/2016,1982,46.61
3531,6/28/2016,2028.25,48.11
3532,6/29/2016,2074.25,49.54
3533,6/30/2016,2086.5,48.4
3534,7/1/2016,2096.25,49.28
3535,7/5/2016,2084.5,46.86
3536,7/6/2016,2093,47.89
3537,7/7/2016,2092.25,45.19
3538,7/8/2016,2120.75,45.13
3539,7/11/2016,2130.5,44.55
3540,7/12/2016,2146,46.62
3541,7/13/2016,2145.75,45.11
3542,7/14/2016,2157.75,45.49
3543,7/15/2016,2146,46.28
3544,7/18/2016,2160.25,45.2
3545,7/19/2016,2159,44.57
3546,7/20/2016,2168.75,44.85
3547,7/21/2016,2159.25,44.54
3548,7/22/2016,2167.25,44.26
3549,7/25/2016,2163.25,43.05
3550,7/26/2016,2166,42.64
3551,7/27/2016,2163.25,41.91
3552,7/28/2016,2166,41.1
3553,7/29/2016,2171,41.38
3554,8/1/2016,2165.5,40.08
3555,8/2/2016,2153,39.72
3556,8/3/2016,2156.75,41.17
3557,8/4/2016,2160.25,41.81
3558,8/5/2016,2177.5,41.98
3559,8/8/2016,2176.5,42.87
3560,8/9/2016,2178.25,42.75
3561,8/10/2016,2172.75,41.49
3562,8/11/2016,2181.75,43.46
3563,8/12/2016,2181.25,44.69
3564,8/15/2016,2185.5,45.71
3565,8/16/2016,2178.25,46.41
3566,8/17/2016,2180.75,46.94
3567,8/18/2016,2183,48.34
3568,8/19/2016,2182.5,48.57
3569,8/22/2016,2181,46.81
3570,8/23/2016,2185.5,47.57
3571,8/24/2016,2175.25,46.8
3572,8/25/2016,2174.5,47.38
3573,8/26/2016,2167.25,47.29
3574,8/29/2016,2180,46.95
3575,8/30/2016,2175.75,46.26
3576,8/31/2016,2168.5,44.86
3577,9/1/2016,2166.25,43.53
3578,9/2/2016,2179.25,44.2
3579,9/6/2016,2185.25,44.88
3580,9/7/2016,2184.75,46.14
3581,9/8/2016,2178,47.32
3582,9/9/2016,2121.25,45.71
3583,9/12/2016,2158.25,46.06
3584,9/13/2016,2132,44.97
3585,9/14/2016,2122.25,43.63
3586,9/15/2016,2144,43.7
3587,9/16/2016,2141.75,43.19
3588,9/19/2016,2133.5,43.19
3589,9/20/2016,2130,43.85
3590,9/21/2016,2156.25,45.62
3591,9/22/2016,2168.75,46.08
3592,9/23/2016,2157.5,44.59
3593,9/26/2016,2139.75,45.62
3594,9/27/2016,2152,44.93
3595,9/28/2016,2162.75,47.16
3596,9/29/2016,2147.75,47.72
3597,9/30/2016,2156.75,48.05
3598,10/3/2016,2154.25,48.65
3599,10/4/2016,2143.75,49.19
3600,10/5/2016,2153.75,49.7
3601,10/6/2016,2155.75,50.56
3602,10/7/2016,2146.5,49.55
3603,10/10/2016,2159.5,51.16
3604,10/11/2016,2133.5,50.86
3605,10/12/2016,2128,50.01
3606,10/13/2016,2126,50.55
3607,10/14/2016,2126.25,50.32
3608,10/17/2016,2121.75,50.07
3609,10/18/2016,2132,50.77
3610,10/19/2016,2138,51.43
3611,10/20/2016,2136.75,50.31
3612,10/21/2016,2136,51
3613,10/24/2016,2145.5,50.49
3614,10/25/2016,2136.75,49.3
3615,10/26/2016,2134,49.23
3616,10/27/2016,2128,49.6
3617,10/28/2016,2123.75,48.66
3618,10/31/2016,2123.5,46.76
3619,11/1/2016,2102,46.34
3620,11/2/2016,2090.25,45.51
3621,11/3/2016,2083.25,44.66
3622,11/4/2016,2081.5,44.13
3623,11/7/2016,2130.25,44.95
3624,11/8/2016,2135.75,44.83
3625,11/9/2016,2160.5,45.34
3626,11/10/2016,2164.5,44.29
3627,11/11/2016,2160.5,43.12
3628,11/14/2016,2161,43.72
3629,11/15/2016,2179,45.75
3630,11/16/2016,2172.25,45.33
3631,11/17/2016,2185,44.93
3632,11/18/2016,2180.25,45.58
3633,11/21/2016,2193.75,47.48
3634,11/22/2016,2201.5,47.9
3635,11/23/2016,2201,47.94
3636,11/25/2016,2211.5,45.96
3637,11/28/2016,2200,46.9
3638,11/29/2016,2203.5,45.23
3639,11/30/2016,2198.75,48.98
3640,12/1/2016,2191.25,50.9
3641,12/2/2016,2191,51.68
3642,12/5/2016,2205.25,50.95
3643,12/6/2016,2211.5,50.91
3644,12/7/2016,2236.5,49.84
3645,12/8/2016,2247.75,50.96
3646,12/9/2016,2261,51.48
3647,12/12/2016,2256,52.44
3648,12/13/2016,2273.5,52.46
3649,12/14/2016,2257.25,50.77
3650,12/15/2016,2264.75,51.07
3651,12/16/2016,2267.5,52.03
3652,12/19/2016,2260.75,52.12
3653,12/20/2016,2267,52.22
3654,12/21/2016,2258.25,52.51
3655,12/22/2016,2258,52.65
3656,12/23/2016,2258.75,53.25
3657,12/27/2016,2260.5,53.89
3658,12/28/2016,2244.75,53.66
3659,12/29/2016,2246.25,53.85
3660,12/30/2016,2233.5,53.89
3661,1/3/2017,2252.5,52.47
3662,1/4/2017,2264.5,53.35
3663,1/5/2017,2265,53.76
3664,1/6/2017,2270.75,53.7
3665,1/9/2017,2264.25,51.79
3666,1/10/2017,2264,50.78
3667,1/11/2017,2271,52.37
3668,1/12/2017,2264.75,53.03
3669,1/13/2017,2270.75,52.52
3670,1/17/2017,2262.25,52.53
3671,1/18/2017,2265.25,51.39
3672,1/19/2017,2261.25,51.41
3673,1/20/2017,2266.5,52.33
3674,1/23/2017,2261.25,52.83
3675,1/24/2017,2275.75,52.94
3676,1/25/2017,2293.75,52.94
3677,1/26/2017,2294.25,53.71
3678,1/27/2017,2289.75,53.2
3679,1/30/2017,2276.25,52.57
3680,1/31/2017,2277.25,52.8
3681,2/1/2017,2274.75,53.55
3682,2/2/2017,2274.25,53.64
3683,2/3/2017,2291.75,53.85
3684,2/6/2017,2286.5,53.1
3685,2/7/2017,2285.75,51.7
3686,2/8/2017,2290.5,52.38
3687,2/9/2017,2304.25,53.14
3688,2/10/2017,2313.25,53.85
3689,2/13/2017,2326.75,52.87
3690,2/14/2017,2335.75,53.03
3691,2/15/2017,2350.5,52.98
3692,2/16/2017,2346,53.46
3693,2/17/2017,2348.5,53.37
3694,2/21/2017,2360.25,54.02
3695,2/22/2017,2362.25,53.87
3696,2/23/2017,2362.75,54.36
3697,2/24/2017,2364.5,54.01
3698,2/27/2017,2365.5,54.04
3699,2/28/2017,2365,54
3700,3/1/2017,2392.5,53.67
3701,3/2/2017,2380.75,52.56
3702,3/3/2017,2380.5,53.2
3703,3/6/2017,2370.75,53.18
3704,3/7/2017,2366,52.79
3705,3/8/2017,2363.25,50.2
3706,3/9/2017,2367.75,49.62
3707,3/10/2017,2371.25,48.39
3708,3/13/2017,2374.5,48.47
3709,3/14/2017,2366.5,48.5
3710,3/15/2017,2382.5,48.96
3711,3/16/2017,2383,48.77
3712,3/17/2017,2384.5,48.72
3713,3/20/2017,2369.5,48.17
3714,3/21/2017,2341,47.5
3715,3/22/2017,2342.25,48.16
3716,3/23/2017,2341.25,47.67
3717,3/24/2017,2342.75,48.14
3718,3/27/2017,2340,47.85
3719,3/28/2017,2352.25,48.45
3720,3/29/2017,2356.75,49.6
3721,3/30/2017,2365.25,50.33
3722,3/31/2017,2357.5,50.85
3723,4/3/2017,2354.5,50.25
3724,4/4/2017,2358.75,51.13
3725,4/5/2017,2345.5,50.82
3726,4/6/2017,2355.25,51.74
3727,4/7/2017,2353,52.29
3728,4/10/2017,2354.25,53.15
3729,4/11/2017,2351.75,53.4
3730,4/12/2017,2339.25,52.82
3731,4/13/2017,2327.5,52.91
3732,4/17/2017,2345.25,52.75
3733,4/18/2017,2338.25,52.35
3734,4/19/2017,2332.5,50.58
3735,4/20/2017,2352,50.26
3736,4/21/2017,2345.25,49.63
3737,4/24/2017,2370,49.21
3738,4/25/2017,2383.75,49.36
3739,4/26/2017,2381.5,49.21
3740,4/27/2017,2387.25,49.24
3741,4/28/2017,2380.75,49.19
3742,5/1/2017,2386.75,48.74
3743,5/2/2017,2384.75,48.08
3744,5/3/2017,2382.25,47.55
3745,5/4/2017,2386.5,45.49
3746,5/5/2017,2399,46.47
3747,5/8/2017,2394.75,46.5
3748,5/9/2017,2392.75,46.2
3749,5/10/2017,2394.75,47.34
3750,5/11/2017,2390.5,47.82
3751,5/12/2017,2389,47.82
3752,5/15/2017,2400,48.82
3753,5/16/2017,2397.5,48.23
3754,5/17/2017,2356.25,48.96
3755,5/18/2017,2363.75,49.34
3756,5/19/2017,2382,50.53
3757,5/22/2017,2393.75,50.81
3758,5/23/2017,2397.5,51.49
3759,5/24/2017,2403.5,51.3
3760,5/25/2017,2413.5,48.71
3761,5/26/2017,2414.75,49.87
3762,5/30/2017,2411.5,49.65
3763,5/31/2017,2414.25,48.63
3764,6/1/2017,2429.25,48.03
3765,6/2/2017,2437.25,47.74
3766,6/5/2017,2435.25,47.39
3767,6/6/2017,2430,47.98
3768,6/7/2017,2431.75,45.78
3769,6/8/2017,2434.25,45.71
3770,6/9/2017,2430.75,45.9
3771,6/12/2017,2429,46
3772,6/13/2017,2440.25,45.95
3773,6/14/2017,2436.25,44.68
3774,6/15/2017,2434.25,44.24
3775,6/16/2017,2434,44.68
3776,6/19/2017,2447.5,44.1
3777,6/20/2017,2436.5,43.34
3778,6/21/2017,2432.5,42.53
3779,6/22/2017,2431.75,42.78
3780,6/23/2017,2432,43.17
3781,6/26/2017,2435.75,43.49
3782,6/27/2017,2417.75,43.72
3783,6/28/2017,2438.5,44.88
3784,6/29/2017,2421.5,44.86
3785,6/30/2017,2421.5,46.33
3786,7/3/2017,2423.75,47.05
3787,7/5/2017,2428.5,45.61
3788,7/6/2017,2408.5,45.33
3789,7/7/2017,2423.25,44.33
3790,7/10/2017,2423.75,44.55
3791,7/11/2017,2425,45.76
3792,7/12/2017,2440.75,45.46
3793,7/13/2017,2446.5,46.1
3794,7/14/2017,2457.5,46.68
3795,7/17/2017,2459.75,46
3796,7/18/2017,2460.25,46.25
3797,7/19/2017,2471.25,47.09
3798,7/20/2017,2472.75,46.73
3799,7/21/2017,2470,45.6
3800,7/24/2017,2467.5,46.48
3801,7/25/2017,2475.5,48.55
3802,7/26/2017,2474.25,48.72
3803,7/27/2017,2472.25,49.15
3804,7/28/2017,2470.75,49.79
3805,7/31/2017,2468.5,50.17
3806,8/1/2017,2473.75,48.79
3807,8/2/2017,2473.5,49.61
3808,8/3/2017,2470.75,48.93
3809,8/4/2017,2471.5,49.52
3810,8/7/2017,2477.75,49.31
3811,8/8/2017,2471.25,48.96
3812,8/9/2017,2474,49.7
3813,8/10/2017,2434,48.51
3814,8/11/2017,2440.75,48.79
3815,8/14/2017,2465,47.5
3816,8/15/2017,2464.75,47.71
3817,8/16/2017,2466.5,46.77
3818,8/17/2017,2427.25,46.93
3819,8/18/2017,2425,48.73
3820,8/21/2017,2428.75,47.4
3821,8/22/2017,2453.75,47.65
3822,8/23/2017,2440,48.37
3823,8/24/2017,2442.75,47.62
3824,8/25/2017,2442.25,47.86
3825,8/28/2017,2444.25,46.81
3826,8/29/2017,2446.75,46.32
3827,8/30/2017,2455.5,45.97
3828,8/31/2017,2470.5,47.09
3829,9/1/2017,2473.75,47.35
3830,9/5/2017,2460,48.62
3831,9/6/2017,2464.25,49.15
3832,9/7/2017,2466,49.11
3833,9/8/2017,2462.5,47.56
3834,9/11/2017,2488.25,48.1
3835,9/12/2017,2496.75,48.37
3836,9/13/2017,2496.75,49.32
3837,9/14/2017,2496,49.72
3838,9/15/2017,2496,49.83
3839,9/18/2017,2503,49.93
3840,9/19/2017,2503.5,49.86
3841,9/20/2017,2504.75,50.29
3842,9/21/2017,2500.75,50.74
3843,9/22/2017,2499.75,50.66
3844,9/25/2017,2498,52.13
3845,9/26/2017,2495.25,52.09
3846,9/27/2017,2503.75,52.03
3847,9/28/2017,2507.5,51.59
3848,9/29/2017,2517.75,51.64
3849,10/2/2017,2527.75,50.57
3850,10/3/2017,2533,50.18
3851,10/4/2017,2535.75,49.9
3852,10/5/2017,2549,50.75
3853,10/6/2017,2544.75,49.25
3854,10/9/2017,2543.25,49.56
3855,10/10/2017,2549.25,50.94
3856,10/11/2017,2552.5,51.02
3857,10/12/2017,2548.75,50.74
3858,10/13/2017,2552.5,51.42
3859,10/16/2017,2555.5,51.92
3860,10/17/2017,2556.5,51.94
3861,10/18/2017,2560,52.03
3862,10/19/2017,2561,51.4
3863,10/20/2017,2573.5,51.66
3864,10/23/2017,2563.25,51.86
3865,10/24/2017,2565,52.53
3866,10/25/2017,2559.5,52.17
3867,10/26/2017,2562.25,52.82
3868,10/27/2017,2577.25,54.18
3869,10/30/2017,2568.5,54.12
3870,10/31/2017,2572.75,54.64
3871,11/1/2017,2572.75,54.27
3872,11/2/2017,2577.5,54.74
3873,11/3/2017,2581.25,55.7
3874,11/6/2017,2588.5,57.24
3875,11/7/2017,2586,56.94
3876,11/8/2017,2590.5,56.82
3877,11/9/2017,2583.25,57.03
3878,11/10/2017,2578.75,56.9
3879,11/13/2017,2581,56.73
3880,11/14/2017,2577.5,55
3881,11/15/2017,2564.25,55.31
3882,11/16/2017,2585,55.26
3883,11/17/2017,2575.75,56.68
3884,11/20/2017,2582.25,56.23
3885,11/21/2017,2596,57.09
3886,11/22/2017,2593.5,58.06
3887,11/24/2017,2601.5,58.97
3888,11/27/2017,2602.5,57.85
3889,11/28/2017,2625.75,57.75
3890,11/29/2017,2625.5,57.39
3891,11/30/2017,2642.5,57.42
3892,12/1/2017,2642.75,58.29
3893,12/4/2017,2636.75,57.44
3894,12/5/2017,2627.5,57.48
3895,12/6/2017,2631.5,55.97
3896,12/7/2017,2639.5,56.62
3897,12/8/2017,2651.75,57.34
3898,12/11/2017,2663.5,58.02
3899,12/12/2017,2666,57.45
3900,12/13/2017,2666.25,56.67
3901,12/14/2017,2650,57.17
3902,12/15/2017,2666.75,57.36
3903,12/18/2017,2695.75,57.29
3904,12/19/2017,2684.5,57.49
3905,12/20/2017,2681.5,58.03
3906,12/21/2017,2687.25,58.23
3907,12/22/2017,2687,58.36
3908,12/26/2017,2687.5,59.8
3909,12/27/2017,2685.25,59.59
3910,12/28/2017,2685.25,59.89
3911,12/29/2017,2668.25,60.1
3912,1/2/2018,2694,60.37
3913,1/3/2018,2709.25,61.93
3914,1/4/2018,2725,61.89
3915,1/5/2018,2742.5,61.59
3916,1/8/2018,2747,61.9
3917,1/9/2018,2750.25,63.48
3918,1/10/2018,2750.75,63.5
3919,1/11/2018,2769.25,63.55
3920,1/12/2018,2789.25,64.4
3921,1/16/2018,2783,63.88
3922,1/17/2018,2803.5,64.09
3923,1/18/2018,2797,63.72
3924,1/19/2018,2812.75,63.57
3925,1/22/2018,2835.5,63.66
3926,1/23/2018,2838.25,64.47
3927,1/24/2018,2840.75,65.88
3928,1/25/2018,2842.25,65.24
3929,1/26/2018,2874.75,66.24
3930,1/29/2018,2853.25,65.52
3931,1/30/2018,2823.25,63.99
3932,1/31/2018,2826.25,64.77
3933,2/1/2018,2823.5,65.98
3934,2/2/2018,2757.25,65.06
3935,2/5/2018,2620.5,63.43
3936,2/6/2018,2684.5,63.92
3937,2/7/2018,2668,61.73
3938,2/8/2018,2597.25,60.42
3939,2/9/2018,2621.5,59.05
3940,2/12/2018,2652.5,59.38
3941,2/13/2018,2663.75,58.95
3942,2/14/2018,2696.25,60.74
3943,2/15/2018,2734.5,61.42
3944,2/16/2018,2736.25,61.61
3945,2/20/2018,2715,61.77
3946,2/21/2018,2698.5,61.34
3947,2/22/2018,2713.5,62.65
3948,2/23/2018,2746,63.57
3949,2/26/2018,2784,64
3950,2/27/2018,2747.25,62.84
3951,2/28/2018,2718.75,61.55
3952,3/1/2018,2679.75,61.34
3953,3/2/2018,2690.5,61.45
3954,3/5/2018,2718.75,62.61
3955,3/6/2018,2724,62.36
3956,3/7/2018,2722.75,61.35
3957,3/8/2018,2738.25,60.32
3958,3/9/2018,2783.5,62.12
3959,3/12/2018,2783,61.38
3960,3/13/2018,2764.25,60.85
3961,3/14/2018,2751,60.93
3962,3/15/2018,2754,61.19
3963,3/16/2018,2752.75,62.25
3964,3/19/2018,2722.5,62.16
3965,3/20/2018,2723.75,63.42
3966,3/21/2018,2718,65.49
3967,3/22/2018,2646.75,64.21
3968,3/23/2018,2596.5,65.74
3969,3/26/2018,2659.75,65.49
3970,3/27/2018,2612.75,64.67
3971,3/28/2018,2608,64.67
3972,3/29/2018,2637.25,64.91
3973,4/2/2018,2582.75,62.85
3974,4/3/2018,2612.75,63.57
3975,4/4/2018,2645,63.56
3976,4/5/2018,2662,63.73
3977,4/6/2018,2605,61.93
3978,4/9/2018,2618,63.29
3979,4/10/2018,2654.5,65.58
3980,4/11/2018,2642.5,66.74
3981,4/12/2018,2665,67.16
3982,4/13/2018,2659.25,67.39
3983,4/16/2018,2679.5,66.34
3984,4/17/2018,2705.5,66.67
3985,4/18/2018,2710.5,68.75
3986,4/19/2018,2692.75,68.15
3987,4/20/2018,2671.25,68.26
3988,4/23/2018,2672,68.92
3989,4/24/2018,2635.5,67.72
3990,4/25/2018,2646.25,68.01
3991,4/26/2018,2673,68.16
3992,4/27/2018,2671.5,67.97
3993,4/30/2018,2645.5,68.57
3994,5/1/2018,2655.5,67.5
3995,5/2/2018,2625.75,67.68
3996,5/3/2018,2631.5,68.49
3997,5/4/2018,2664,69.79
3998,5/7/2018,2668.75,70
3999,5/8/2018,2670.25,70.04
4000,5/9/2018,2695.75,71.26
4001,5/10/2018,2716.25,71.4
4002,5/11/2018,2728.25,70.51
4003,5/14/2018,2729,71.17
4004,5/15/2018,2710,71
4005,5/16/2018,2721.75,71.54
4006,5/17/2018,2718.5,71.59
4007,5/18/2018,2712.25,71.37
4008,5/21/2018,2732.5,72.57
4009,5/22/2018,2725.5,72.09
4010,5/23/2018,2730,71.83
4011,5/24/2018,2727.25,70.67
4012,5/25/2018,2720.75,67.5
4013,5/29/2018,2692.75,66.87
4014,5/30/2018,2723.25,68.23
4015,5/31/2018,2707.5,67.1
4016,6/1/2018,2734.75,65.71
4017,6/4/2018,2746.5,64.88
4018,6/5/2018,2751.25,65.53
4019,6/6/2018,2773.5,65.01
4020,6/7/2018,2773,65.95
4021,6/8/2018,2779.25,65.56
4022,6/11/2018,2782,66.07
4023,6/12/2018,2788.25,66.04
4024,6/13/2018,2775.25,66.62
4025,6/14/2018,2782.75,67
4026,6/15/2018,2776.5,64.38
4027,6/18/2018,2778.25,65.83
4028,6/19/2018,2766.25,65.06
4029,6/20/2018,2770.75,65.91
4030,6/21/2018,2751.25,65.8
4031,6/22/2018,2756.5,69.28
4032,6/25/2018,2722.5,68.19
4033,6/26/2018,2724.25,70.68
4034,6/27/2018,2705.75,72.3
4035,6/28/2018,2720.5,73.28
4036,6/29/2018,2720.75,74.29
4037,7/2/2018,2726.75,74.06
4038,7/3/2018,2713.25,74.28
4039,7/5/2018,2738.5,73.12
4040,7/6/2018,2762.5,73.92
4041,7/9/2018,2787.25,74.01
4042,7/10/2018,2786,74.21
4043,7/11/2018,2775.75,70.61
4044,7/12/2018,2798.25,70.35
4045,7/13/2018,2804.25,70.58
4046,7/16/2018,2796.5,68
4047,7/17/2018,2813,67.61
4048,7/18/2018,2814.75,68.98
4049,7/19/2018,2805,69.44
4050,7/20/2018,2803.5,70.31
4051,7/23/2018,2811.25,67.8
4052,7/24/2018,2819,68.76
4053,7/25/2018,2845.25,69.27
4054,7/26/2018,2840.25,69.54
4055,7/27/2018,2817.5,69.04
4056,7/30/2018,2805.25,70.09
4057,7/31/2018,2826,68.42
4058,8/1/2018,2813.75,67.85
4059,8/2/2018,2830.5,68.99
4060,8/3/2018,2841.25,68.68
4061,8/6/2018,2849,68.9
4062,8/7/2018,2860.75,69.09
4063,8/8/2018,2853.5,66.78
4064,8/9/2018,2852.25,66.7
4065,8/10/2018,2839.25,67.75
4066,8/13/2018,2826.25,67.41
4067,8/14/2018,2841.75,66.63
4068,8/15/2018,2822.5,64.9
4069,8/16/2018,2844,65.46
4070,8/17/2018,2853.25,65.92
4071,8/20/2018,2857.25,66.6
4072,8/21/2018,2855,67.32
4073,8/22/2018,2862,68.11
4074,8/23/2018,2858.25,67.85
4075,8/24/2018,2876.5,68.52
4076,8/27/2018,2899.25,68.92
4077,8/28/2018,2899.75,68.53
4078,8/29/2018,2915.5,69.7
4079,8/30/2018,2899,70.05
4080,8/31/2018,2907,69.88
4081,9/4/2018,2898.75,69.37
4082,9/5/2018,2889.75,68.64
4083,9/6/2018,2878.25,67.89
4084,9/7/2018,2872.75,67.86
