,Date,ES,CL
2577,9/12/2012,1438.5,97.01
2578,9/13/2012,1457.5,98.31
2579,9/14/2012,1466.25,99
2580,9/17/2012,1460.75,96.62
2581,9/18/2012,1459.25,95.29
2582,9/19/2012,1459.75,91.98
2583,9/20/2012,1460.75,91.87
2584,9/21/2012,1468.25,92.89
2585,9/24/2012,1451.5,91.93
2586,9/25/2012,1436.75,91.37
2587,9/26/2012,1427.25,89.98
2588,9/27/2012,1441.25,91.85
2589,9/28/2012,1434.25,92.19
2590,10/1/2012,1436.75,92.48
2591,10/2/2012,1440.5,91.89
2592,10/3/2012,1444.5,88.14
2593,10/4/2012,1455.75,91.71
2594,10/5/2012,1455.5,89.88
2595,10/8/2012,1450,89.33
2596,10/9/2012,1436.25,92.39
2597,10/10/2012,1426,91.25
2598,10/11/2012,1428.5,92.07
2599,10/12/2012,1421.75,91.86
2600,10/15/2012,1436.25,91.85
2601,10/16/2012,1449.5,92.09
2602,10/17/2012,1457,92.12
2603,10/18/2012,1451.25,92.1
2604,10/19/2012,1423.75,90.05
2605,10/22/2012,1430.5,88.73
2606,10/23/2012,1406.25,86.67
2607,10/24/2012,1405.75,85.73
2608,10/25/2012,1408.75,86.05
2609,10/26/2012,1407.5,86.28
2610,10/29/2012,1402.75,85.54
2611,10/30/2012,1411.25,85.68
2612,10/31/2012,1401.75,86.24
2613,11/1/2012,1423.5,87.09
2614,11/2/2012,1405.5,84.86
2615,11/5/2012,1411.75,85.65
2616,11/6/2012,1425.5,88.71
2617,11/7/2012,1389.75,84.44
2618,11/8/2012,1375,85.09
2619,11/9/2012,1376,86.07
2620,11/12/2012,1378.25,85.57
2621,11/13/2012,1371.75,85.38
2622,11/14/2012,1353.25,86.32
2623,11/15/2012,1351.5,85.45
2624,11/16/2012,1360.5,86.67
2625,11/19/2012,1381,89.28
2626,11/20/2012,1386,86.75
2627,11/21/2012,1389.25,87.38
2628,11/23/2012,1404.75,88.28
2629,11/26/2012,1405,87.74
2630,11/27/2012,1397.75,87.18
2631,11/28/2012,1406.5,86.49
2632,11/29/2012,1412.25,88.07
2633,11/30/2012,1415.75,88.91
2634,12/3/2012,1405.75,89.09
2635,12/4/2012,1403.25,88.5
2636,12/5/2012,1406.75,87.88
2637,12/6/2012,1412.75,86.26
2638,12/7/2012,1417.25,85.93
2639,12/10/2012,1417.25,85.56
2640,12/11/2012,1432,85.79
2641,12/12/2012,1426,86.77
2642,12/13/2012,1417.5,85.89
2643,12/14/2012,1416.5,86.73
2644,12/17/2012,1433.25,87.2
2645,12/18/2012,1445.25,87.93
2646,12/19/2012,1433.25,89.51
2647,12/20/2012,1446,90.13
2648,12/21/2012,1424.75,88.66
2649,12/24/2012,1419,88.61
2650,12/26/2012,1413,90.98
2651,12/27/2012,1413.75,90.87
2652,12/28/2012,1386.75,90.8
2653,12/31/2012,1423.75,91.82
2654,1/2/2013,1456.5,93.12
2655,1/3/2013,1454.25,92.92
2656,1/4/2013,1459.75,93.09
2657,1/7/2013,1455.75,93.19
2658,1/8/2013,1451.5,93.15
2659,1/9/2013,1456.75,93.1
2660,1/10/2013,1470,93.82
2661,1/11/2013,1467.5,93.56
2662,1/14/2013,1465,94.14
2663,1/15/2013,1467.25,93.28
2664,1/16/2013,1464.5,94.24
2665,1/17/2013,1476,95.49
2666,1/18/2013,1479.75,95.56
2667,1/22/2013,1491,96.24
2668,1/23/2013,1485.25,95.23
2669,1/24/2013,1488.25,95.95
2670,1/25/2013,1495.5,95.88
2671,1/28/2013,1495.75,96.44
2672,1/29/2013,1505.5,97.57
2673,1/30/2013,1493.75,97.94
2674,1/31/2013,1496,97.49
2675,2/1/2013,1507.5,97.77
2676,2/4/2013,1492.5,96.17
2677,2/5/2013,1507.5,96.64
2678,2/6/2013,1506.25,96.62
2679,2/7/2013,1505,95.83
2680,2/8/2013,1513.75,95.72
2681,2/11/2013,1513,97.03
2682,2/12/2013,1517.75,97.51
2683,2/13/2013,1516.25,97.01
2684,2/14/2013,1518.75,97.31
2685,2/15/2013,1517,95.86
2686,2/19/2013,1529,96.66
2687,2/20/2013,1507,94.46
2688,2/21/2013,1502,92.84
2689,2/22/2013,1514,93.13
2690,2/25/2013,1484.75,93.11
2691,2/26/2013,1493.5,92.63
2692,2/27/2013,1516.5,92.76
2693,2/28/2013,1512.25,92.05
2694,3/1/2013,1516.75,90.68
2695,3/4/2013,1527.5,90.12
2696,3/5/2013,1537,90.82
2697,3/6/2013,1539,90.43
2698,3/7/2013,1542.75,91.56
2699,3/8/2013,1549.5,91.95
2700,3/11/2013,1556,92.06
2701,3/12/2013,1552.5,92.54
2702,3/13/2013,1556,92.52
2703,3/14/2013,1562.25,93.03
2704,3/15/2013,1557.08,93.45
2705,3/18/2013,1546.75,93.74
2706,3/19/2013,1542.25,92.16
2707,3/20/2013,1549,92.96
2708,3/21/2013,1539,92.45
2709,3/22/2013,1552,93.71
2710,3/25/2013,1547,94.81
2711,3/26/2013,1557.25,96.34
2712,3/27/2013,1556.75,96.58
2713,3/28/2013,1562.75,97.23
2714,4/1/2013,1556,97.07
2715,4/2/2013,1564.5,97.19
2716,4/3/2013,1548.5,94.45
2717,4/4/2013,1554.5,93.26
2718,4/5/2013,1546,92.7
2719,4/8/2013,1559.25,93.36
2720,4/9/2013,1563.25,94.2
2721,4/10/2013,1582.75,94.64
2722,4/11/2013,1587.75,93.51
2723,4/12/2013,1582,91.29
2724,4/15/2013,1543.5,88.71
2725,4/16/2013,1568.75,88.72
2726,4/17/2013,1546,86.68
2727,4/18/2013,1534,87.73
2728,4/19/2013,1547.5,88.01
2729,4/22/2013,1556,88.76
2730,4/23/2013,1573.5,89.18
2731,4/24/2013,1574,91.43
2732,4/25/2013,1581.75,93.64
2733,4/26/2013,1576.5,93
2734,4/29/2013,1588.25,94.5
2735,4/30/2013,1592.25,93.46
2736,5/1/2013,1577.25,91.03
2737,5/2/2013,1592.25,93.99
2738,5/3/2013,1608.5,95.61
2739,5/6/2013,1613.5,96.16
2740,5/7/2013,1620.5,95.62
2741,5/8/2013,1628.75,96.62
2742,5/9/2013,1624.5,96.39
2743,5/10/2013,1629.5,96.04
2744,5/13/2013,1630.75,95.17
2745,5/14/2013,1648,94.21
2746,5/15/2013,1654.25,94.3
2747,5/16/2013,1648,95.16
2748,5/17/2013,1663,96.02
2749,5/20/2013,1664.5,96.71
2750,5/21/2013,1665.5,96.16
2751,5/22/2013,1655.5,94.28
2752,5/23/2013,1650,94.25
2753,5/24/2013,1650.5,94.15
2754,5/28/2013,1654.5,95.01
2755,5/29/2013,1647,93.13
2756,5/30/2013,1653.5,93.61
2757,5/31/2013,1629,91.97
2758,6/3/2013,1636.25,93.45
2759,6/4/2013,1631.25,93.31
2760,6/5/2013,1608,93.74
2761,6/6/2013,1622.75,94.76
2762,6/7/2013,1638.5,96.03
2763,6/10/2013,1642,95.77
2764,6/11/2013,1627,95.38
2765,6/12/2013,1610,95.88
2766,6/13/2013,1636.75,96.69
2767,6/14/2013,1624.25,97.85
2768,6/17/2013,1639.75,97.77
2769,6/18/2013,1651,98.44
2770,6/19/2013,1629.5,98.24
2771,6/20/2013,1590.5,95.4
2772,6/21/2013,1599.93,93.69
2773,6/24/2013,1566.25,95.18
2774,6/25/2013,1581.5,95.32
2775,6/26/2013,1595.5,95.5
2776,6/27/2013,1606.5,97.05
2777,6/28/2013,1599.25,96.56
2778,7/1/2013,1606.75,97.99
2779,7/2/2013,1607.25,99.6
2780,7/3/2013,1609,101.24
2781,7/5/2013,1627.25,103.22
2782,7/8/2013,1635.5,103.14
2783,7/9/2013,1645.5,103.53
2784,7/10/2013,1648.5,106.52
2785,7/11/2013,1670,104.91
2786,7/12/2013,1670.25,105.95
2787,7/15/2013,1677.5,106.32
2788,7/16/2013,1671.25,106
2789,7/17/2013,1675.5,106.48
2790,7/18/2013,1680.5,108.04
2791,7/19/2013,1689.5,108.05
2792,7/22/2013,1690.25,106.91
2793,7/23/2013,1688.25,107.23
2794,7/24/2013,1683.75,105.39
2795,7/25/2013,1684,105.49
2796,7/26/2013,1686.5,104.7
2797,7/29/2013,1682.5,104.55
2798,7/30/2013,1684.75,103.08
2799,7/31/2013,1680.5,105.03
2800,8/1/2013,1700.25,107.89
2801,8/2/2013,1704,106.94
2802,8/5/2013,1702.5,106.56
2803,8/6/2013,1694,105.3
2804,8/7/2013,1688.25,104.37
2805,8/8/2013,1693.75,103.4
2806,8/9/2013,1686.25,105.97
2807,8/12/2013,1687,106.11
2808,8/13/2013,1690.75,106.83
2809,8/14/2013,1682,106.85
2810,8/15/2013,1655.75,107.33
2811,8/16/2013,1651,107.46
2812,8/19/2013,1645,107.1
2813,8/20/2013,1650.5,104.96
2814,8/21/2013,1636.5,103.85
2815,8/22/2013,1654.75,105.03
2816,8/23/2013,1661.5,106.42
2817,8/26/2013,1654.25,105.92
2818,8/27/2013,1628.25,109.01
2819,8/28/2013,1632.25,110.1
2820,8/29/2013,1636.75,108.8
2821,8/30/2013,1631.25,107.65
2822,9/3/2013,1639,108.54
2823,9/4/2013,1653.5,107.23
2824,9/5/2013,1653,108.37
2825,9/6/2013,1653.5,110.53
2826,9/9/2013,1669,109.52
2827,9/10/2013,1682.5,107.39
2828,9/11/2013,1688.75,107.56
2829,9/12/2013,1685,108.6
2830,9/13/2013,1688.5,108.21
2831,9/16/2013,1698,106.59
2832,9/17/2013,1705,105.42
2833,9/18/2013,1724.5,108.07
2834,9/19/2013,1724.25,106.39
2835,9/20/2013,1723.89,104.67
2836,9/23/2013,1692.75,103.59
2837,9/24/2013,1692.5,103.13
2838,9/25/2013,1685.75,102.66
2839,9/26/2013,1692.5,103.03
2840,9/27/2013,1686.5,102.87
2841,9/30/2013,1674.25,102.33
2842,10/1/2013,1689.5,102.04
2843,10/2/2013,1683,104.1
2844,10/3/2013,1669.75,103.31
2845,10/4/2013,1684.75,103.84
2846,10/7/2013,1667.75,103.03
2847,10/8/2013,1650.5,103.49
2848,10/9/2013,1648.75,101.61
2849,10/10/2013,1685,103.01
2850,10/11/2013,1699,102.02
2851,10/14/2013,1704.25,102.41
2852,10/15/2013,1692,101.21
2853,10/16/2013,1713.25,102.29
2854,10/17/2013,1727.75,100.67
2855,10/18/2013,1736.5,100.81
2856,10/21/2013,1738.25,99.22
2857,10/22/2013,1749.5,97.8
2858,10/23/2013,1741.75,96.86
2859,10/24/2013,1748.5,97.11
2860,10/25/2013,1754,97.85
2861,10/28/2013,1759,98.68
2862,10/29/2013,1767.5,98.2
2863,10/30/2013,1760.5,96.77
2864,10/31/2013,1751,96.38
2865,11/1/2013,1754.75,94.61
2866,11/4/2013,1763,94.62
2867,11/5/2013,1756.5,93.37
2868,11/6/2013,1765.5,94.8
2869,11/7/2013,1745.25,94.2
2870,11/8/2013,1766,94.6
2871,11/11/2013,1767.5,95.14
2872,11/12/2013,1765,93.04
2873,11/13/2013,1778.75,93.88
2874,11/14/2013,1787.75,93.76
2875,11/15/2013,1793.5,93.84
2876,11/18/2013,1788.75,93.03
2877,11/19/2013,1785.25,93.34
2878,11/20/2013,1779.75,93.33
2879,11/22/2013,1801.25,94.84
2880,11/25/2013,1802.5,94.09
2881,11/26/2013,1802,93.68
2882,11/27/2013,1804.25,92.3
2883,11/29/2013,1804,92.72
2884,12/2/2013,1799.75,93.82
2885,12/3/2013,1791.5,96.04
2886,12/4/2013,1791.75,97.2
2887,12/5/2013,1784,97.38
2888,12/6/2013,1805,97.65
2889,12/9/2013,1809,97.34
2890,12/10/2013,1803,98.51
2891,12/11/2013,1780.75,97.44
2892,12/12/2013,1775,97.5
2893,12/13/2013,1774.75,96.6
2894,12/16/2013,1786.5,97.48
2895,12/17/2013,1779.25,97.22
2896,12/18/2013,1810.75,97.8
2897,12/19/2013,1808.5,98.77
2898,12/20/2013,1812.89,99.32
2899,12/23/2013,1822.75,98.91
2900,12/24/2013,1829,99.22
2901,12/26/2013,1836.5,99.55
2902,12/27/2013,1836.5,100.32
2903,12/30/2013,1834.75,99.29
2904,12/31/2013,1841,98.42
2905,1/2/2014,1826.5,95.44
2906,1/3/2014,1825.5,93.96
2907,1/6/2014,1820.75,93.43
2908,1/7/2014,1830.75,93.67
2909,1/8/2014,1832.5,92.33
2910,1/9/2014,1833,91.66
2911,1/10/2014,1837.75,92.72
2912,1/13/2014,1815,91.8
2913,1/14/2014,1833,92.59
2914,1/15/2014,1841.5,94.17
2915,1/16/2014,1836.25,93.96
2916,1/17/2014,1834.25,94.37
2917,1/21/2014,1838.5,94.99
2918,1/22/2014,1838.5,96.73
2919,1/23/2014,1824.25,97.32
2920,1/24/2014,1782,96.64
2921,1/27/2014,1775.75,95.72
2922,1/28/2014,1788.25,97.41
2923,1/29/2014,1771.25,97.36
2924,1/30/2014,1781.25,98.23
2925,1/31/2014,1776.5,97.49
2926,2/3/2014,1732.75,96.43
2927,2/4/2014,1743.75,97.19
2928,2/5/2014,1744,97.38
2929,2/6/2014,1766.5,97.84
2930,2/7/2014,1793.5,99.88
2931,2/10/2014,1794.75,100.06
2932,2/11/2014,1813.5,99.94
2933,2/12/2014,1817,100.37
2934,2/13/2014,1824.25,100.35
2935,2/14/2014,1835,100.3
2936,2/18/2014,1837.5,102.43
2937,2/19/2014,1826.25,103.31
2938,2/20/2014,1836,103.05
2939,2/21/2014,1834,102.2
2940,2/24/2014,1844.5,102.82
2941,2/25/2014,1847.5,101.83
2942,2/26/2014,1843.25,102.55
2943,2/27/2014,1854.75,102.4
2944,2/28/2014,1860.75,102.55
2945,3/3/2014,1843.75,104.75
2946,3/4/2014,1871.5,103.33
2947,3/5/2014,1874,101.45
2948,3/6/2014,1877,101.56
2949,3/7/2014,1876.75,102.58
2950,3/10/2014,1876.75,101.12
2951,3/11/2014,1864.75,100.03
2952,3/12/2014,1868.75,97.99
2953,3/13/2014,1848,98.2
2954,3/14/2014,1839.5,98.89
2955,3/17/2014,1859.25,98.08
2956,3/18/2014,1871.5,99.7
2957,3/19/2014,1858.5,100.37
2958,3/20/2014,1872.75,99.7
2959,3/21/2014,1858.5,99.46
2960,3/24/2014,1850.25,99.6
2961,3/25/2014,1858.75,99.19
2962,3/26/2014,1844.25,100.26
2963,3/27/2014,1843,101.5
2964,3/28/2014,1850,101.67
2965,3/31/2014,1864,101.58
2966,4/1/2014,1878.25,99.74
2967,4/2/2014,1883.25,99.62
2968,4/3/2014,1884.5,100.29
2969,4/4/2014,1861.5,101.14
2970,4/7/2014,1839.5,100.44
2971,4/8/2014,1844.75,102.56
2972,4/9/2014,1865.75,103.6
2973,4/10/2014,1829.25,103.4
2974,4/11/2014,1811.5,103.74
2975,4/14/2014,1824.5,104.05
2976,4/15/2014,1843,103.75
2977,4/16/2014,1852.75,103.76
2978,4/17/2014,1857.5,104.3
2979,4/21/2014,1864.5,104.37
2980,4/22/2014,1873.75,102.15
2981,4/23/2014,1880.25,101.55
2982,4/24/2014,1873,101.94
2983,4/25/2014,1860.25,100.6
2984,4/28/2014,1866.25,100.57
2985,4/29/2014,1870.5,101.28
2986,4/30/2014,1879.25,99.74
2987,5/1/2014,1879,99.35
2988,5/2/2014,1872.5,99.76
2989,5/5/2014,1878,99.48
2990,5/6/2014,1864.25,99.5
2991,5/7/2014,1874.5,100.77
2992,5/8/2014,1870,100.26
2993,5/9/2014,1874.75,99.99
2994,5/12/2014,1893.75,100.59
2995,5/13/2014,1895,101.7
2996,5/14/2014,1886,102.37
2997,5/15/2014,1867.25,101.5
2998,5/16/2014,1875.25,102.02
2999,5/19/2014,1881.5,102.61
3000,5/20/2014,1868.5,102.7
3001,5/21/2014,1883.5,104.07
3002,5/22/2014,1890.25,103.74
3003,5/23/2014,1896.5,104.35
3004,5/27/2014,1909.5,104.11
3005,5/28/2014,1909.5,102.72
3006,5/29/2014,1917.75,103.58
3007,5/30/2014,1919,102.7
3008,6/2/2014,1922,102.4
3009,6/3/2014,1923.25,102.66
3010,6/4/2014,1925.5,102.64
3011,6/5/2014,1938.75,102.48
3012,6/6/2014,1949.5,102.66
3013,6/9/2014,1949.5,104.41
3014,6/10/2014,1951.5,104.35
3015,6/11/2014,1944.25,104.4
3016,6/12/2014,1931,106.53
3017,6/13/2014,1935,106.91
3018,6/16/2014,1936.75,107.03
3019,6/17/2014,1942,106.36
3020,6/18/2014,1956.25,105.97
3021,6/19/2014,1958,106.43
3022,6/20/2014,1953.75,107.3
3023,6/23/2014,1951.5,106.17
3024,6/24/2014,1942,106.03
3025,6/25/2014,1948.75,106.5
3026,6/26/2014,1948.5,105.7
3027,6/27/2014,1952.25,105.74
3028,6/30/2014,1955,105.37
3029,7/1/2014,1966.25,105.3
3030,7/2/2014,1968.25,104.48
3031,7/3/2014,1977.5,104.06
3032,7/7/2014,1970.75,103.53
3033,7/8/2014,1960.25,103.4
3034,7/9/2014,1967.75,102.29
3035,7/10/2014,1957.5,102.93
3036,7/11/2014,1962.75,100.83
3037,7/14/2014,1971.25,100.91
3038,7/15/2014,1968.75,99.96
3039,7/16/2014,1971.5,101.2
3040,7/17/2014,1950,103.19
3041,7/18/2014,1971.25,103.13
3042,7/21/2014,1965.75,104.59
3043,7/22/2014,1974.25,104.3
3044,7/23/2014,1981.25,103.02
3045,7/24/2014,1979.25,102.07
3046,7/25/2014,1970.75,102.09
3047,7/28/2014,1972.5,101.67
3048,7/29/2014,1964.5,100.97
3049,7/30/2014,1965.25,100.25
3050,7/31/2014,1925.5,98.15
3051,8/1/2014,1917,97.85
3052,8/4/2014,1931.25,98.29
3053,8/5/2014,1914.5,97.38
3054,8/6/2014,1915,96.92
3055,8/7/2014,1905.5,97.34
3056,8/8/2014,1923.25,97.65
3057,8/11/2014,1933.5,98.08
3058,8/12/2014,1932.5,97.37
3059,8/13/2014,1946,97.59
3060,8/14/2014,1954.5,97.2
3061,8/15/2014,1953.75,97.35
3062,8/18/2014,1968.5,96.41
3063,8/19/2014,1977.75,94.48
3064,8/20/2014,1983.5,96.3
3065,8/21/2014,1989.75,93.96
3066,8/22/2014,1987.75,93.65
3067,8/25/2014,1995,93.38
3068,8/26/2014,1998.75,93.86
3069,8/27/2014,1997,93.88
3070,8/28/2014,1999.5,94.55
3071,8/29/2014,1998.75,95.96
3072,9/2/2014,2000.5,92.88
3073,9/3/2014,1999,95.54
3074,9/4/2014,1999.25,94.45
3075,9/5/2014,2007.5,93.29
3076,9/8/2014,2000.75,92.66
3077,9/9/2014,1989.5,93.22
3078,9/10/2014,1995,91.5
3079,9/11/2014,1999,92.83
3080,9/12/2014,1984,92.27
3081,9/15/2014,1985.25,92.92
3082,9/16/2014,1999.75,94.88
3083,9/17/2014,2003.75,94.42
3084,9/18/2014,2014.25,93.07
3085,9/19/2014,2000.25,92.41
3086,9/22/2014,1983.5,91.5
3087,9/23/2014,1969.75,91.56
3088,9/24/2014,1990.5,92.8
3089,9/25/2014,1962,92.53
3090,9/26/2014,1974.25,93.54
3091,9/29/2014,1968.5,94.5
3092,9/30/2014,1960.75,91
3093,10/1/2014,1941,90.65
3094,10/2/2014,1938.5,91.01
3095,10/3/2014,1959.75,89.74
3096,10/6/2014,1953.5,90.34
3097,10/7/2014,1925,88.85
3098,10/8/2014,1961.75,87.75
3099,10/9/2014,1917.25,85.77
3100,10/10/2014,1894.25,85.82
3101,10/13/2014,1866.25,85.74
3102,10/14/2014,1877.5,81.84
3103,10/15/2014,1846.5,81.78
3104,10/16/2014,1853,82.7
3105,10/17/2014,1880.25,82.75
3106,10/20/2014,1903.75,82.71
3107,10/21/2014,1938.75,83.05
3108,10/22/2014,1924.5,80.52
3109,10/23/2014,1946.25,82.09
3110,10/24/2014,1960.5,81.01
3111,10/27/2014,1957.5,81
3112,10/28/2014,1979.5,81.42
3113,10/29/2014,1971.25,82.2
3114,10/30/2014,1988.25,81.12
3115,10/31/2014,2009.25,80.54
3116,11/3/2014,2011.25,78.9
3117,11/4/2014,2006,77.19
3118,11/5/2014,2018.75,78.68
3119,11/6/2014,2028.25,77.67
3120,11/7/2014,2025.75,78.65
3121,11/10/2014,2034.25,77.4
3122,11/11/2014,2036.5,77.94
3123,11/12/2014,2034.5,77.18
3124,11/13/2014,2033.25,74.21
3125,11/14/2014,2039.25,75.82
3126,11/17/2014,2039.25,75.64
3127,11/18/2014,2048.5,74.61
3128,11/19/2014,2046.5,74.58
3129,11/20/2014,2052.25,75.5
3130,11/21/2014,2061.75,76.51
3131,11/24/2014,2067.5,75.78
3132,11/25/2014,2068.25,74.09
3133,11/26/2014,2073.75,73.69
3134,11/28/2014,2066.75,66.15
3135,12/1/2014,2050.75,66.54
3136,12/2/2014,2066.5,66.88
3137,12/3/2014,2073,67.38
3138,12/4/2014,2071.75,66.81
3139,12/5/2014,2076.5,65.84
3140,12/8/2014,2060.5,63.05
3141,12/9/2014,2057.75,63.5
3142,12/10/2014,2025.75,60.94
3143,12/11/2014,2029.5,59.95
3144,12/12/2014,1999.5,57.81
3145,12/15/2014,1990.5,55.91
3146,12/16/2014,1972.75,55.93
3147,12/17/2014,2014,56.47
3148,12/18/2014,2066.75,54.11
3149,12/19/2014,2063.75,56.5
3150,12/22/2014,2072.5,55.26
3151,12/23/2014,2078.5,57.12
3152,12/24/2014,2078.25,55.84
3153,12/26/2014,2085.5,54.73
3154,12/29/2014,2087.25,53.61
3155,12/30/2014,2076,54.12
3156,12/31/2014,2054,53.27
3157,1/2/2015,2046.25,52.69
3158,1/5/2015,2018,50.04
3159,1/6/2015,1995.25,47.93
3160,1/7/2015,2020.25,48.65
3161,1/8/2015,2054,48.79
3162,1/9/2015,2033.5,48.36
3163,1/12/2015,2023.75,46.07
3164,1/13/2015,2017.5,45.89
3165,1/14/2015,2010.25,48.48
3166,1/15/2015,1979.75,46.25
3167,1/16/2015,2014,48.69
3168,1/20/2015,2016.25,46.35
3169,1/21/2015,2027.25,47.78
3170,1/22/2015,2056.75,46.31
3171,1/23/2015,2043.25,45.59
3172,1/26/2015,2054.5,45.15
3173,1/27/2015,2036.5,46.23
3174,1/28/2015,1992.5,44.45
3175,1/29/2015,2019,44.53
3176,1/30/2015,1989.75,48.24
3177,2/2/2015,2015.25,49.57
3178,2/3/2015,2041,53.05
3179,2/4/2015,2024,48.45
3180,2/5/2015,2056,50.48
3181,2/6/2015,2054.75,51.69
3182,2/9/2015,2043.75,52.86
3183,2/10/2015,2062.5,50.02
3184,2/11/2015,2073.25,48.84
3185,2/12/2015,2082.75,51.21
3186,2/13/2015,2094.75,52.78
3187,2/17/2015,2096.5,53.53
3188,2/18/2015,2095.5,52.14
3189,2/19/2015,2095.75,51.16
3190,2/20/2015,2107.25,50.25
3191,2/23/2015,2106.25,49.45
3192,2/24/2015,2113.75,49.28
3193,2/25/2015,2110.5,50.99
3194,2/26/2015,2109.75,48.17
3195,2/27/2015,2104.5,49.76
3196,3/2/2015,2114.25,49.59
3197,3/3/2015,2104.75,50.52
3198,3/4/2015,2096.25,51.53
3199,3/5/2015,2099.5,50.76
3200,3/6/2015,2072.25,49.61
3201,3/9/2015,2080.25,50
3202,3/10/2015,2049.25,48.29
3203,3/11/2015,2041.25,48.17
3204,3/12/2015,2064.25,47.05
3205,3/13/2015,2050.75,44.84
3206,3/16/2015,2074.75,43.88
3207,3/17/2015,2074.5,43.46
3208,3/18/2015,2100,44.66
3209,3/19/2015,2088.5,43.96
3210,3/20/2015,2099.75,45.85
3211,3/23/2015,2094.5,47.45
3212,3/24/2015,2085.25,47.51
3213,3/25/2015,2056.25,49.21
3214,3/26/2015,2049.75,51.43
3215,3/27/2015,2052.25,48.87
3216,3/30/2015,2074.25,48.68
3217,3/31/2015,2057.75,47.6
3218,4/1/2015,2055,50.09
3219,4/2/2015,2060.25,49.14
3220,4/6/2015,2071.75,52.14
3221,4/7/2015,2068.25,53.98
3222,4/8/2015,2077.75,50.42
3223,4/9/2015,2086.25,50.79
3224,4/10/2015,2095.75,51.64
3225,4/13/2015,2087.75,51.91
3226,4/14/2015,2091.75,53.45
3227,4/15/2015,2101.75,56.39
3228,4/16/2015,2101.25,56.71
3229,4/17/2015,2076.25,55.74
3230,4/20/2015,2089.5,56.38
3231,4/21/2015,2091.75,55.5
3232,4/22/2015,2099,56.16
3233,4/23/2015,2108.5,57.74
3234,4/24/2015,2112,57.15
3235,4/27/2015,2104,56.99
3236,4/28/2015,2111.25,57.06
3237,4/29/2015,2098,58.6
3238,4/30/2015,2083,59.6
3239,5/1/2015,2102.25,59.05
3240,5/4/2015,2109.75,58.93
3241,5/5/2015,2085.75,60.4
3242,5/6/2015,2075,60.93
3243,5/7/2015,2085,58.94
3244,5/8/2015,2107.75,59.39
3245,5/11/2015,2096.75,59.25
3246,5/12/2015,2096.25,60.75
3247,5/13/2015,2095.75,60.5
3248,5/14/2015,2117.25,59.88
3249,5/15/2015,2120,59.69
3250,5/18/2015,2126.75,59.43
3251,5/19/2015,2124,57.45
3252,5/20/2015,2120.5,58.98
3253,5/21/2015,2128.75,60.72
3254,5/22/2015,2124.5,59.72
3255,5/26/2015,2106,58.03
3256,5/27/2015,2120.25,57.51
3257,5/28/2015,2122.5,57.68
3258,5/29/2015,2106,60.3
3259,6/1/2015,2111.5,60.2
3260,6/2/2015,2106.75,61.26
3261,6/3/2015,2116.25,59.64
3262,6/4/2015,2098.75,58
3263,6/5/2015,2091.5,59.13
3264,6/8/2015,2079.5,58.14
3265,6/9/2015,2080.25,60.14
3266,6/10/2015,2106.25,61.43
3267,6/11/2015,2110.25,60.77
3268,6/12/2015,2093.25,59.96
3269,6/15/2015,2083.25,59.52
3270,6/16/2015,2097.5,59.97
3271,6/17/2015,2097.25,59.92
3272,6/18/2015,2123.25,60.45
3273,6/19/2015,2097.25,59.61
3274,6/22/2015,2114.75,59.2
3275,6/23/2015,2117.5,61.01
3276,6/24/2015,2101,60.27
3277,6/25/2015,2094.5,59.7
3278,6/26/2015,2095.5,59.63
3279,6/29/2015,2052.75,58.33
3280,6/30/2015,2055,59.4
3281,7/1/2015,2071.75,56.96
3282,7/2/2015,2069,56.93
3283,7/6/2015,2068.25,52.68
3284,7/7/2015,2073.75,52.95
3285,7/8/2015,2039.5,51.8
3286,7/9/2015,2041.25,52.59
3287,7/10/2015,2070,52.84
3288,7/13/2015,2094.75,52.01
3289,7/14/2015,2102.75,53.37
3290,7/15/2015,2105.25,51.61
3291,7/16/2015,2117.25,50.92
3292,7/17/2015,2119.75,50.78
3293,7/20/2015,2122.5,49.94
3294,7/21/2015,2107,50.59
3295,7/22/2015,2110,49.2
3296,7/23/2015,2101.5,48.85
3297,7/24/2015,2078.75,47.96
3298,7/27/2015,2064.75,46.98
3299,7/28/2015,2088.5,47.77
3300,7/29/2015,2101,48.89
3301,7/30/2015,2102.25,48.44
3302,7/31/2015,2099.25,46.77
3303,8/3/2015,2091,45.3
3304,8/4/2015,2082.75,45.97
3305,8/5/2015,2094.75,45.11
3306,8/6/2015,2079.75,44.84
3307,8/7/2015,2072.5,43.75
3308,8/10/2015,2101,44.83
3309,8/11/2015,2080.75,43.25
3310,8/12/2015,2082.75,43.31
3311,8/13/2015,2079.5,42.2
3312,8/14/2015,2089.75,42.18
3313,8/17/2015,2098.75,41.88
3314,8/18/2015,2093.25,42.37
3315,8/19/2015,2073.5,40.55
3316,8/20/2015,2025.25,40.94
3317,8/21/2015,1968.25,40.29
3318,8/24/2015,1870.5,38.06
3319,8/25/2015,1874,39.64
3320,8/26/2015,1939.75,38.88
3321,8/27/2015,1989,42.78
3322,8/28/2015,1986.25,45.33
3323,8/31/2015,1965.5,48.16
3324,9/1/2015,1912.75,44.19
3325,9/2/2015,1948,46.05
3326,9/3/2015,1946.75,46.69
3327,9/4/2015,1918,45.77
3328,9/8/2015,1966,45.73
3329,9/9/2015,1943.75,44.11
3330,9/10/2015,1951.5,45.73
